timestamp,rmssd,coverage,low_frequency,high_frequency
2022-03-14T00:45:00,67.668,0.968,4864.444,903.896
2022-03-14T00:50:00,63.907,0.961,620.036,663.897
2022-03-14T00:55:00,71.401,0.988,824.406,973.13
2022-03-14T01:00:00,73.938,1.006,667.517,1094.939
2022-03-14T01:05:00,71.079,1.005,644.684,1048.511
2022-03-14T01:10:00,77.698,1.003,349.665,1382.728
2022-03-14T01:15:00,73.491,0.998,557.067,1272.524
2022-03-14T01:20:00,76.282,0.78,1831.37,769.585
2022-03-14T01:25:00,83.707,1.006,1368.041,1631.306
2022-03-14T01:30:00,81.118,1.002,1234.278,1070.594
2022-03-14T01:35:00,77.486,0.979,6496.338,1352.976
2022-03-14T01:40:00,75.469,0.896,572.981,1177.271
2022-03-14T01:45:00,65.172,0.994,1067.162,1164.015
2022-03-14T01:50:00,68.438,0.961,1099.313,1315.827
2022-03-14T01:55:00,54.266,1.007,463.476,700.379
2022-03-14T02:00:00,53.003,0.994,630.37,627.464
2022-03-14T02:05:00,50.23,1.003,439.154,611.563
2022-03-14T02:10:00,31.442,0.993,1182.0,112.789
2022-03-14T02:15:00,33.075,0.987,1366.539,194.872
2022-03-14T02:20:00,56.262,0.882,3167.691,934.409
2022-03-14T02:25:00,59.534,0.983,1081.461,878.862
2022-03-14T02:30:00,58.646,0.977,2257.754,940.929
2022-03-14T02:35:00,64.472,0.995,739.101,1334.724
2022-03-14T02:40:00,61.733,0.979,1825.413,861.783
2022-03-14T02:45:00,59.676,1.005,414.312,998.541
2022-03-14T02:50:00,64.218,1.005,525.734,1190.885
2022-03-14T02:55:00,74.899,0.885,2888.708,1280.275
2022-03-14T03:00:00,66.031,1.003,339.996,1057.025
2022-03-14T03:05:00,63.494,0.987,326.041,1077.495
2022-03-14T03:10:00,62.754,1.004,351.547,1030.438
2022-03-14T03:15:00,57.261,0.988,433.091,721.995
2022-03-14T03:20:00,63.34,1.006,411.304,877.699
2022-03-14T03:25:00,64.51,1.004,432.749,954.578
2022-03-14T03:30:00,64.457,0.952,1778.286,1137.285
2022-03-14T03:35:00,64.997,1.005,308.652,980.538
2022-03-14T03:40:00,89.486,1.003,620.565,2121.312
2022-03-14T03:45:00,56.321,1.004,612.639,671.883
2022-03-14T03:50:00,62.3,1.005,471.639,827.419
2022-03-14T03:55:00,65.069,1.005,677.729,1029.622
2022-03-14T04:00:00,59.093,0.944,2955.512,653.411
2022-03-14T04:05:00,60.895,0.98,3108.921,879.89
2022-03-14T04:10:00,63.524,0.966,2187.671,991.397
2022-03-14T04:15:00,67.488,0.97,3674.788,1059.641
2022-03-14T04:20:00,59.951,0.921,1867.285,802.1
2022-03-14T04:25:00,69.186,0.952,1949.036,1468.678
2022-03-14T04:30:00,79.988,0.877,2725.661,1586.739
2022-03-14T04:35:00,90.496,0.96,974.764,2104.56
2022-03-14T04:40:00,79.732,0.887,8063.323,3989.662
2022-03-14T04:45:00,61.986,0.987,768.872,1116.06
2022-03-14T04:50:00,69.701,0.97,889.17,831.125
2022-03-14T04:55:00,77.657,0.944,7704.255,1123.151
2022-03-14T05:00:00,85.905,1.004,710.966,1939.25
2022-03-14T05:05:00,81.683,0.981,712.536,2277.124
2022-03-14T05:10:00,77.084,1.004,395.389,1629.706
2022-03-14T05:15:00,88.144,0.916,420.621,2385.027
2022-03-14T05:20:00,76.837,0.994,708.361,1232.553
2022-03-14T05:25:00,105.633,0.919,5373.927,2382.974
2022-03-14T05:30:00,72.157,1.006,370.22,1165.28
2022-03-14T05:35:00,79.687,0.895,6646.472,1205.475
2022-03-14T05:40:00,71.537,1.003,933.655,1316.167
2022-03-14T05:45:00,82.239,0.952,6192.108,1838.217
2022-03-14T05:50:00,68.995,0.888,2290.06,1192.991
2022-03-14T05:55:00,71.88,0.998,2433.385,1702.166
2022-03-14T06:00:00,77.787,0.932,3468.649,1741.017
2022-03-14T06:05:00,64.891,0.98,924.581,1041.483
2022-03-14T06:10:00,59.294,0.953,2574.317,1044.683
2022-03-14T06:15:00,56.0,1.005,2913.931,634.989
2022-03-14T06:20:00,64.214,1.004,4335.303,1126.68
2022-03-14T06:25:00,63.26,1.001,2274.234,1285.373
2022-03-14T06:30:00,48.12,0.991,1382.454,453.302
2022-03-14T06:35:00,58.045,1.004,1648.387,1053.718
2022-03-14T06:40:00,58.776,0.956,1973.854,1154.998
2022-03-14T06:45:00,51.28,1.005,864.288,953.505
2022-03-14T06:50:00,51.935,0.952,420.009,732.1
2022-03-14T06:55:00,52.137,0.942,901.684,686.074
2022-03-14T07:00:00,47.718,1.003,972.864,555.55
2022-03-14T07:05:00,44.195,1.004,505.621,547.208
2022-03-14T07:10:00,43.306,1.003,1022.641,608.518
2022-03-14T07:15:00,46.134,1.005,469.334,674.464
2022-03-14T07:20:00,45.049,1.004,437.282,582.805
2022-03-14T07:25:00,43.768,1.001,1491.303,561.509
2022-03-14T07:30:00,57.7,0.896,4206.573,676.616
2022-03-14T07:35:00,63.737,1.001,1426.463,1419.855
