timestamp,bucket_values
2022-01-01T10:23:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.005, 0.008, 0.009, 0.06, 0.163, 0.201, 0.177, 0.153, 0.121, 0.063, 0.026, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-02T09:53:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.002, 0.003, 0.008, 0.012, 0.028, 0.072, 0.128, 0.189, 0.233, 0.188, 0.099, 0.028, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-03T09:35:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.001, 0.001, 0.003, 0.008, 0.015, 0.034, 0.065, 0.132, 0.208, 0.239, 0.195, 0.079, 0.014, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-04T09:54:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.002, 0.002, 0.004, 0.008, 0.011, 0.03, 0.059, 0.157, 0.254, 0.261, 0.158, 0.04, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-05T08:19:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.003, 0.009, 0.013, 0.017, 0.026, 0.076, 0.226, 0.31, 0.215, 0.082, 0.015, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-06T10:08:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.002, 0.003, 0.006, 0.006, 0.019, 0.061, 0.16, 0.233, 0.219, 0.15, 0.091, 0.035, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-07T09:41:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.003, 0.003, 0.009, 0.016, 0.025, 0.048, 0.134, 0.215, 0.233, 0.185, 0.095, 0.025, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-08T08:52:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.008, 0.064, 0.107, 0.085, 0.121, 0.158, 0.157, 0.135, 0.095, 0.046, 0.013, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-09T11:00:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.008, 0.019, 0.05, 0.09, 0.15, 0.212, 0.224, 0.153, 0.07, 0.016, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-10T08:59:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.003, 0.006, 0.009, 0.013, 0.024, 0.05, 0.104, 0.186, 0.238, 0.196, 0.119, 0.039, 0.008, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-11T08:34:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.004, 0.006, 0.01, 0.015, 0.021, 0.044, 0.119, 0.222, 0.236, 0.176, 0.099, 0.034, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-11T09:45:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.004, 0.006, 0.01, 0.015, 0.021, 0.044, 0.119, 0.222, 0.236, 0.176, 0.099, 0.034, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-12T08:00:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.004, 0.011, 0.028, 0.077, 0.156, 0.195, 0.165, 0.132, 0.118, 0.073, 0.027, 0.008, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-13T07:42:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.003, 0.003, 0.004, 0.01, 0.029, 0.05, 0.091, 0.135, 0.177, 0.192, 0.169, 0.09, 0.031, 0.01, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-14T08:05:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.002, 0.005, 0.009, 0.018, 0.037, 0.094, 0.167, 0.212, 0.195, 0.134, 0.069, 0.036, 0.013, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-15T10:46:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.002, 0.002, 0.006, 0.01, 0.027, 0.069, 0.129, 0.167, 0.184, 0.168, 0.13, 0.07, 0.023, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-16T10:24:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.001, 0.002, 0.006, 0.008, 0.012, 0.02, 0.053, 0.148, 0.211, 0.222, 0.182, 0.091, 0.03, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-17T08:14:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.003, 0.004, 0.007, 0.025, 0.05, 0.087, 0.131, 0.175, 0.182, 0.167, 0.114, 0.042, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-18T09:18:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.004, 0.003, 0.005, 0.011, 0.018, 0.039, 0.115, 0.229, 0.253, 0.184, 0.089, 0.035, 0.009, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-19T09:55:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.004, 0.005, 0.017, 0.041, 0.09, 0.136, 0.156, 0.17, 0.158, 0.112, 0.063, 0.03, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-20T08:34:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.002, 0.003, 0.008, 0.017, 0.05, 0.113, 0.169, 0.201, 0.198, 0.144, 0.064, 0.021, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-21T09:47:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.005, 0.011, 0.018, 0.042, 0.064, 0.098, 0.163, 0.2, 0.176, 0.128, 0.067, 0.018, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-22T10:19:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.003, 0.003, 0.008, 0.017, 0.035, 0.063, 0.127, 0.238, 0.246, 0.161, 0.07, 0.019, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-23T12:14:00,"[0.0, 0.0, 0.0, 0.002, 0.003, 0.004, 0.005, 0.021, 0.088, 0.21, 0.315, 0.236, 0.096, 0.016, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-24T07:55:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.001, 0.003, 0.006, 0.008, 0.013, 0.027, 0.061, 0.152, 0.243, 0.228, 0.16, 0.074, 0.019, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-25T09:41:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.003, 0.005, 0.009, 0.013, 0.016, 0.03, 0.084, 0.215, 0.288, 0.219, 0.084, 0.024, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-26T10:13:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.003, 0.005, 0.013, 0.021, 0.031, 0.053, 0.132, 0.191, 0.202, 0.159, 0.091, 0.059, 0.025, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-27T08:28:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.002, 0.003, 0.008, 0.02, 0.069, 0.17, 0.241, 0.248, 0.159, 0.058, 0.015, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-28T10:01:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.002, 0.003, 0.009, 0.024, 0.065, 0.106, 0.121, 0.136, 0.154, 0.163, 0.13, 0.064, 0.014, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-29T12:21:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.005, 0.008, 0.026, 0.101, 0.2, 0.246, 0.206, 0.126, 0.061, 0.013, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-30T10:05:30,"[0.0, 0.0, 0.0, 0.001, 0.004, 0.011, 0.113, 0.176, 0.309, 0.199, 0.145, 0.035, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-01-31T09:21:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.003, 0.028, 0.099, 0.103, 0.122, 0.164, 0.179, 0.155, 0.101, 0.033, 0.007, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
