timestamp,rmssd,coverage,low_frequency,high_frequency
2022-02-05T01:10:00,50.911,0.827,1846.519,549.581
2022-02-05T01:20:00,42.65,0.994,676.654,562.278
2022-02-05T01:25:00,40.338,0.936,589.431,476.273
2022-02-05T01:30:00,38.166,1.003,541.818,451.835
2022-02-05T01:35:00,30.562,1.004,389.724,266.16
2022-02-05T01:40:00,28.476,1.002,368.114,279.553
2022-02-05T01:45:00,26.536,1.003,405.104,220.885
2022-02-05T01:50:00,26.377,1.004,272.43,237.093
2022-02-05T01:55:00,25.26,0.946,360.292,211.226
2022-02-05T02:00:00,41.01,0.969,410.01,512.83
2022-02-05T02:05:00,37.856,1.002,613.842,431.331
2022-02-05T02:10:00,49.236,0.865,4897.901,758.842
2022-02-05T02:15:00,46.778,1.005,605.326,969.304
2022-02-05T02:20:00,41.869,0.965,506.372,641.875
2022-02-05T02:25:00,29.625,1.003,463.084,287.222
2022-02-05T02:30:00,27.192,1.003,710.449,273.018
2022-02-05T02:35:00,27.095,0.871,848.5,255.902
2022-02-05T02:40:00,53.252,0.981,2689.904,1072.955
2022-02-05T02:45:00,60.746,0.951,2137.258,966.144
2022-02-05T02:50:00,31.027,0.962,465.028,295.227
2022-02-05T02:55:00,39.364,0.948,3686.089,484.114
2022-02-05T03:00:00,21.287,1.004,595.366,140.449
2022-02-05T03:05:00,18.746,1.003,309.019,97.949
2022-02-05T03:10:00,16.948,0.966,347.648,73.379
2022-02-05T03:15:00,19.306,0.975,510.612,95.031
2022-02-05T03:20:00,30.161,0.97,2371.807,316.632
2022-02-05T03:25:00,39.628,0.937,4615.221,491.764
2022-02-05T03:30:00,30.62,1.004,407.188,266.042
2022-02-05T03:35:00,32.367,1.001,351.825,295.158
2022-02-05T03:40:00,33.596,1.002,663.833,249.617
2022-02-05T03:45:00,38.144,1.003,798.635,426.117
2022-02-05T03:50:00,51.675,0.919,2977.871,511.09
2022-02-05T03:55:00,61.186,1.004,1219.523,1275.111
2022-02-05T04:00:00,50.785,0.992,813.227,692.203
2022-02-05T04:05:00,63.502,0.972,3249.617,904.876
2022-02-05T04:10:00,55.506,1.003,787.978,1004.837
2022-02-05T04:15:00,51.972,1.005,1108.352,943.748
2022-02-05T04:20:00,51.963,1.003,820.18,883.844
2022-02-05T04:25:00,46.984,1.003,692.772,653.785
2022-02-05T04:30:00,43.681,0.931,3054.626,398.474
2022-02-05T04:35:00,61.541,1.001,883.099,1698.176
2022-02-05T04:40:00,55.815,0.986,1618.555,788.148
2022-02-05T04:45:00,43.493,0.915,1278.198,355.36
2022-02-05T04:50:00,45.583,0.992,1367.981,610.626
2022-02-05T04:55:00,44.837,0.934,5042.258,408.416
2022-02-05T05:00:00,50.693,0.901,3912.981,888.823
2022-02-05T05:05:00,45.934,1.006,2730.043,1124.147
2022-02-05T05:10:00,50.735,1.001,753.227,749.904
2022-02-05T05:15:00,60.365,0.979,947.796,1297.932
2022-02-05T05:20:00,49.227,1.002,769.319,776.622
2022-02-05T05:25:00,42.263,0.924,1011.192,527.961
2022-02-05T05:30:00,46.726,0.975,1466.279,867.561
2022-02-05T05:35:00,40.108,1.0,1031.016,552.966
2022-02-05T05:40:00,32.811,1.004,970.695,319.402
2022-02-05T05:45:00,36.259,1.002,722.701,397.488
2022-02-05T05:50:00,33.008,1.004,809.678,379.006
2022-02-05T05:55:00,28.925,1.004,396.561,318.063
2022-02-05T06:00:00,29.282,1.003,641.53,346.603
2022-02-05T06:05:00,29.847,0.941,1331.868,285.473
2022-02-05T06:10:00,41.33,0.953,2949.982,510.681
2022-02-05T06:15:00,26.92,0.913,1493.01,190.541
2022-02-05T06:20:00,42.778,0.718,1620.665,403.923
2022-02-05T06:25:00,49.35,0.937,2362.518,656.352
2022-02-05T06:30:00,62.483,0.944,4445.439,792.371
2022-02-05T06:35:00,63.103,0.999,1831.146,1273.487
2022-02-05T06:40:00,51.077,1.001,1873.947,822.134
2022-02-05T06:45:00,45.236,0.857,2303.57,527.767
2022-02-05T06:50:00,46.034,0.901,1693.976,493.068
2022-02-05T06:55:00,52.063,0.862,2233.601,576.675
2022-02-05T07:00:00,34.236,0.929,688.313,342.854
2022-02-05T07:05:00,35.246,0.913,1907.933,485.458
2022-02-05T07:10:00,42.319,0.903,1590.895,306.374
2022-02-05T07:15:00,46.763,0.981,1165.015,705.482
2022-02-05T07:20:00,38.888,0.962,2724.217,545.139
2022-02-05T07:25:00,40.701,0.978,1770.77,366.365
2022-02-05T07:30:00,38.024,0.89,2030.26,414.869
2022-02-05T07:35:00,39.286,0.951,2889.109,398.118
2022-02-05T07:40:00,48.238,0.942,1013.969,751.197
2022-02-05T07:45:00,48.938,0.966,2878.353,473.654
2022-02-05T07:50:00,55.373,0.936,2998.306,751.62
2022-02-05T07:55:00,47.931,1.006,659.192,711.787
2022-02-05T08:00:00,44.382,0.929,2051.275,646.954
2022-02-05T08:05:00,48.487,0.931,2311.892,972.269
2022-02-05T08:10:00,44.463,1.002,1078.475,595.129
2022-02-05T08:15:00,46.64,0.931,1053.27,548.093
2022-02-05T08:20:00,42.141,1.004,639.941,500.22
2022-02-05T08:25:00,40.074,0.997,706.911,430.499
2022-02-05T08:30:00,46.541,0.927,872.59,578.725
2022-02-05T08:35:00,46.196,0.933,2210.898,617.552
2022-02-05T08:40:00,46.293,1.002,3483.313,683.824
2022-02-05T08:45:00,45.28,0.924,2420.02,701.201
2022-02-05T08:50:00,53.411,0.985,2932.916,613.408
2022-02-05T08:55:00,46.654,0.993,2160.892,555.923
