timestamp,rmssd,coverage,low_frequency,high_frequency
2021-12-08T02:05:00,66.143,0.965,658.542,979.107
2021-12-08T02:10:00,60.999,1.004,682.759,1145.61
2021-12-08T02:15:00,67.486,1.004,340.609,1489.147
2021-12-08T02:20:00,71.105,1.005,237.641,1583.743
2021-12-08T02:25:00,62.478,0.914,3095.486,900.048
2021-12-08T02:30:00,48.316,1.002,189.028,573.437
2021-12-08T02:35:00,53.679,0.983,288.954,686.34
2021-12-08T02:40:00,53.815,1.002,429.148,587.62
2021-12-08T02:45:00,56.537,1.001,680.093,694.716
2021-12-08T02:50:00,67.218,0.822,4376.297,994.215
2021-12-08T02:55:00,85.025,1.007,495.704,1965.705
2021-12-08T03:00:00,82.518,1.004,397.185,2053.466
2021-12-08T03:05:00,80.724,0.851,410.639,1764.952
2021-12-08T03:10:00,73.23,0.995,442.046,1354.351
2021-12-08T03:15:00,75.041,0.975,3045.868,1513.99
2021-12-08T03:20:00,70.518,1.003,1216.137,1188.752
2021-12-08T03:25:00,72.177,0.907,1697.264,967.005
2021-12-08T03:30:00,97.061,1.005,651.262,2791.147
2021-12-08T03:35:00,74.131,0.959,323.266,1414.948
2021-12-08T03:40:00,77.98,1.004,195.841,1378.47
2021-12-08T03:45:00,73.245,0.988,350.082,1235.267
2021-12-08T03:50:00,65.534,1.002,362.023,984.836
2021-12-08T03:55:00,76.516,0.956,1091.81,1273.904
2021-12-08T04:00:00,75.063,1.006,502.906,1475.538
2021-12-08T04:05:00,76.929,0.98,386.811,1483.996
2021-12-08T04:10:00,79.424,1.005,501.245,1393.842
2021-12-08T04:15:00,78.378,0.995,514.641,1537.164
2021-12-08T04:20:00,77.065,0.989,376.729,1368.618
2021-12-08T04:25:00,74.315,0.778,559.596,1070.266
2021-12-08T04:30:00,52.817,1.004,613.299,535.907
2021-12-08T04:35:00,56.35,0.999,361.003,622.583
2021-12-08T04:40:00,66.113,0.92,9508.602,796.982
2021-12-08T04:45:00,102.32,0.948,2091.512,3101.165
2021-12-08T04:50:00,51.01,0.975,1524.699,544.915
2021-12-08T04:55:00,48.836,0.918,3894.077,417.493
2021-12-08T05:00:00,59.556,0.961,1498.633,1004.949
2021-12-08T05:05:00,76.605,0.956,3263.015,1407.294
2021-12-08T05:10:00,69.817,0.985,3681.295,1312.863
2021-12-08T05:15:00,73.554,1.001,1583.819,1620.781
2021-12-08T05:20:00,90.874,0.999,2106.33,2613.343
2021-12-08T05:25:00,81.361,1.001,3800.978,2156.295
2021-12-08T05:30:00,78.134,0.974,2351.138,1763.019
2021-12-08T05:35:00,66.584,0.974,2544.438,1043.506
2021-12-08T05:40:00,68.937,0.875,4909.077,979.599
2021-12-08T05:45:00,61.829,1.002,1732.84,798.795
2021-12-08T05:50:00,74.488,1.001,319.809,1323.164
2021-12-08T05:55:00,70.596,1.004,378.438,1198.223
2021-12-08T06:00:00,68.454,0.997,497.103,1090.771
2021-12-08T06:05:00,60.856,1.001,494.653,982.58
2021-12-08T06:10:00,59.175,1.002,755.541,939.563
2021-12-08T06:15:00,57.298,1.007,459.749,861.681
2021-12-08T06:20:00,62.648,0.998,3871.786,999.459
2021-12-08T06:25:00,63.208,0.781,2444.476,508.706
2021-12-08T06:30:00,52.771,1.001,378.034,666.278
2021-12-08T06:35:00,67.84,0.977,1361.191,796.128
2021-12-08T06:40:00,76.894,1.009,960.596,1321.038
2021-12-08T06:45:00,85.185,0.997,488.986,2114.414
2021-12-08T06:50:00,72.703,1.004,594.701,1699.535
2021-12-08T06:55:00,67.194,0.99,1345.382,1378.033
2021-12-08T07:00:00,63.677,1.006,999.047,1046.406
2021-12-08T07:05:00,59.331,0.836,3147.357,939.732
2021-12-08T07:10:00,53.338,0.974,2620.102,776.35
2021-12-08T07:15:00,43.346,0.902,1610.156,395.883
2021-12-08T07:20:00,52.409,0.764,1273.258,354.926
2021-12-08T07:25:00,56.727,0.841,2367.661,816.513
2021-12-08T07:30:00,53.884,0.854,3248.274,779.784
2021-12-08T07:35:00,45.628,0.999,2238.527,451.303
2021-12-08T07:40:00,45.849,0.996,753.498,554.607
2021-12-08T07:45:00,44.11,1.004,1611.669,437.659
2021-12-08T07:50:00,42.378,0.999,1268.229,431.921
2021-12-08T07:55:00,42.785,0.998,990.453,504.066
2021-12-08T08:00:00,37.079,0.989,603.705,398.948
2021-12-08T08:05:00,42.343,0.991,1468.503,598.546
2021-12-08T08:10:00,35.859,1.006,549.385,352.327
2021-12-08T08:15:00,37.198,1.002,707.829,342.028
2021-12-08T08:20:00,33.479,0.996,923.009,272.554
2021-12-08T08:25:00,33.489,1.006,576.992,307.759
2021-12-08T08:30:00,37.953,1.003,911.179,382.24
2021-12-08T08:35:00,40.486,1.0,826.291,464.682
2021-12-08T08:40:00,54.323,0.901,3892.112,676.546
2021-12-08T08:45:00,75.172,0.948,2506.453,1358.915
2021-12-08T08:50:00,77.656,0.94,1999.37,1421.802
2021-12-08T08:55:00,64.009,1.005,4180.744,1289.853
2021-12-08T09:00:00,45.775,0.861,1395.918,322.273
2021-12-08T09:05:00,56.761,1.003,4917.121,928.929
2021-12-08T09:10:00,51.196,0.997,2516.783,588.831
2021-12-08T09:15:00,58.83,0.835,4678.234,716.895
2021-12-08T09:20:00,81.523,0.965,4147.08,1693.276
2021-12-08T09:30:00,68.848,0.773,984.942,1117.74
2021-12-08T09:35:00,65.107,0.989,1169.744,1095.036
