timestamp,rmssd,coverage,low_frequency,high_frequency
2022-03-11T02:35:00,41.788,0.832,1220.203,402.278
2022-03-11T02:40:00,42.342,0.933,1372.301,395.771
2022-03-11T02:45:00,47.955,0.937,786.616,787.785
2022-03-11T02:50:00,42.511,1.004,713.579,598.813
2022-03-11T02:55:00,48.265,1.004,629.187,779.051
2022-03-11T03:00:00,56.114,0.989,1094.976,977.472
2022-03-11T03:05:00,55.568,1.0,449.832,987.37
2022-03-11T03:10:00,57.155,1.005,331.994,1131.218
2022-03-11T03:15:00,64.238,0.928,649.461,1630.753
2022-03-11T03:20:00,48.789,0.952,1989.389,591.494
2022-03-11T03:25:00,58.861,1.004,415.138,1266.872
2022-03-11T03:30:00,52.402,1.004,714.721,903.926
2022-03-11T03:35:00,46.507,0.991,1552.533,656.723
2022-03-11T03:40:00,53.037,0.967,1576.345,938.252
2022-03-11T03:45:00,53.722,0.902,1188.505,991.934
2022-03-11T03:50:00,59.656,0.904,4234.083,793.398
2022-03-11T03:55:00,63.177,0.9,2186.815,1212.584
2022-03-11T04:00:00,61.767,0.91,2397.468,996.006
2022-03-11T04:05:00,61.959,1.004,590.254,1267.877
2022-03-11T04:10:00,73.717,1.004,202.7,1853.47
2022-03-11T04:15:00,91.499,0.988,548.859,2565.959
2022-03-11T04:20:00,50.909,1.0,461.107,613.897
2022-03-11T04:25:00,59.56,1.006,432.97,1024.294
2022-03-11T04:30:00,68.782,1.001,544.964,1501.098
2022-03-11T04:35:00,81.712,0.997,640.181,2315.79
2022-03-11T04:40:00,68.81,1.003,429.135,1449.904
2022-03-11T04:45:00,71.743,0.931,630.78,1516.968
2022-03-11T04:50:00,50.403,0.977,354.75,589.363
2022-03-11T04:55:00,53.197,0.996,619.179,690.937
2022-03-11T05:00:00,55.197,1.006,366.27,682.75
2022-03-11T05:05:00,59.205,0.98,1711.73,958.725
2022-03-11T05:10:00,60.178,0.994,1259.346,923.613
2022-03-11T05:15:00,48.364,0.963,2260.683,742.141
2022-03-11T05:20:00,46.88,0.914,5308.451,708.911
2022-03-11T05:25:00,69.483,0.946,2100.4,1308.155
2022-03-11T05:30:00,58.065,0.981,2843.935,767.14
2022-03-11T05:35:00,61.296,1.0,3421.062,1360.11
2022-03-11T05:40:00,68.425,0.982,1418.117,1377.112
2022-03-11T05:45:00,66.416,0.886,1594.693,909.362
2022-03-11T05:50:00,74.38,1.003,358.134,1582.57
2022-03-11T05:55:00,75.328,1.004,507.385,1590.011
2022-03-11T06:00:00,79.864,1.004,455.114,1859.243
2022-03-11T06:05:00,79.931,0.952,1709.721,2089.706
2022-03-11T06:10:00,55.213,1.002,1051.627,770.046
2022-03-11T06:15:00,56.495,1.004,525.323,1006.695
2022-03-11T06:20:00,56.773,0.955,3857.259,904.0
2022-03-11T06:25:00,61.822,0.926,980.961,1210.755
2022-03-11T06:30:00,76.667,0.988,4544.969,1542.472
2022-03-11T06:35:00,62.219,0.935,2151.531,1094.102
2022-03-11T06:40:00,52.504,0.889,2102.902,637.14
2022-03-11T06:45:00,54.255,0.959,4380.246,1051.368
2022-03-11T06:50:00,48.32,1.004,1404.005,502.962
2022-03-11T06:55:00,50.67,0.968,1692.97,679.301
2022-03-11T07:00:00,50.072,1.004,3943.854,932.452
2022-03-11T07:05:00,47.734,0.931,1606.696,511.279
2022-03-11T07:10:00,50.167,0.968,1217.302,594.665
2022-03-11T07:15:00,45.411,0.921,3473.745,461.195
2022-03-11T07:20:00,70.146,0.974,4358.197,1610.911
2022-03-11T07:25:00,64.902,0.872,1379.428,1133.425
2022-03-11T07:30:00,79.241,0.945,2735.04,1452.569
2022-03-11T07:35:00,65.213,0.927,5363.109,1653.661
2022-03-11T07:40:00,55.89,1.004,325.8,839.828
2022-03-11T07:45:00,63.509,1.003,490.694,1009.683
2022-03-11T07:50:00,78.27,0.998,1416.18,1965.015
2022-03-11T07:55:00,76.209,1.003,669.574,1897.862
2022-03-11T08:00:00,64.99,1.005,598.503,1461.038
2022-03-11T08:05:00,65.057,1.003,503.983,1294.858
2022-03-11T08:10:00,52.663,1.005,656.598,853.205
2022-03-11T08:15:00,63.307,1.003,535.236,1442.822
2022-03-11T08:20:00,46.467,1.003,674.332,665.993
2022-03-11T08:25:00,41.052,0.969,788.118,508.898
2022-03-11T08:30:00,47.08,0.927,3035.61,360.605
2022-03-11T08:35:00,38.641,1.004,2859.797,620.92
2022-03-11T08:40:00,45.864,0.987,2466.566,698.831
2022-03-11T08:45:00,42.391,0.918,2286.389,562.375
2022-03-11T08:50:00,44.883,0.963,836.864,463.63
2022-03-11T08:55:00,60.643,0.903,1732.884,988.729
2022-03-11T09:00:00,70.307,0.792,2731.501,896.021
2022-03-11T09:05:00,51.954,0.931,2537.098,679.831
2022-03-11T09:10:00,53.719,1.004,584.982,816.456
2022-03-11T09:15:00,61.003,1.003,466.614,1118.745
2022-03-11T09:20:00,50.487,0.893,435.901,622.483
2022-03-11T09:25:00,43.415,0.926,463.859,529.288
2022-03-11T09:30:00,41.552,0.91,613.701,457.93
